Apple Identifier,Begin Date,CMB,Category,Client,Country Code,Currency of Proceeds,Customer Currency,Customer Price,Developer,Developer Proceeds,Device,End Date,Order Type,Parent Identifier,Period,Preserved Pricing,Proceeds Reason,Product Type Identifier,Promo Code,Provider,Provider Country,SKU,Subscription,Supported Platforms,Title,Units,Version,_report_date
6758321287,08/16/2026,,Health & Fitness, ,ES, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/16/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-16
6758321287,08/16/2026,,Health & Fitness, ,US, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/16/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-16
6758321287,08/16/2026,,Health & Fitness, ,AE, ,AED,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/16/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-16
6758321287,08/16/2026,,Health & Fitness, ,AU,AUD,AUD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/16/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-16
6758321287,08/15/2026,,Health & Fitness, ,AU, ,AUD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,EG,EGP,EGP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,PL,PLN,PLN,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,ES,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPad,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,CR,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,CA, ,CAD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,EC,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,HN,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,CA,CAD,CAD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,CH,CHF,CHF,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,ES,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,30,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,LU,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,IT,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,DE,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,MX,MXN,MXN,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,8,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,CO,COP,COP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,4,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,14,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,IE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,AU,AUD,AUD,0.00,Joao Victor Flores da Costa,0.00,iPad,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,DO,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,GB,GBP,GBP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,4,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,UY,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,EC,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPad,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,IE,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,US, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,CL,CLP,CLP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,3,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,ES, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPad,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,VE,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,US,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,14,1.5.1,2026-08-15
6758321287,08/15/2026,,Health & Fitness, ,PT,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,5,1.5.1,2026-08-15
6758321287,08/14/2026,,Health & Fitness, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPad,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,SV,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,PE,PEN,PEN,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,ES,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,5,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,CA,CAD,CAD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,DO,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,TT,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,GB,GBP,GBP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,AR,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,CO,COP,COP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,3,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,12,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,AU,AUD,AUD,0.00,Joao Victor Flores da Costa,0.00,iPad,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,DO,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,7,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,EC,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,MX,MXN,MXN,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,12,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,US,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,25,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,HN,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPad,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,MX,MXN,MXN,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,LU,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,US, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,IE,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-14
6780053808,08/14/2026,,Health & Fitness, ,US,USD,USD,0.00, ,0.00,iPhone,08/14/2026,Free Trial Intro Offer,com.gambit.blwbaby.2024, , , ,IAY,FREE,APPLE,US,com.bemestar.poc.pro.yearly,New,iOS,BLW Pro Yearly,1,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,CR,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,HN,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,GT,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.1,2026-08-14
6758321287,08/14/2026,,Health & Fitness, ,BO,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.1,2026-08-14
6758321287,08/13/2026,,Health & Fitness, ,CA, ,CAD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/13/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-13
6758321287,08/13/2026,,Health & Fitness, ,UY, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/13/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-13
6780053808,08/13/2026,,Health & Fitness, ,CA,CAD,CAD,0.00, ,0.00,iPhone,08/13/2026,Free Trial Intro Offer,com.gambit.blwbaby.2024, , , ,IAY,FREE,APPLE,US,com.bemestar.poc.pro.yearly,New,iOS,BLW Pro Yearly,1,1.5.0,2026-08-13
6758321287,08/13/2026,,Health & Fitness, ,CL, ,CLP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/13/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-13
6758321287,08/13/2026,,Health & Fitness, ,MX,MXN,MXN,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/13/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-13
6758321287,08/13/2026,,Health & Fitness, ,US, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/13/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-13
6758321287,08/13/2026,,Health & Fitness, ,ES,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/13/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.0,2026-08-13
6758321287,08/13/2026,,Health & Fitness, ,US,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/13/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-13
6758321287,08/12/2026,,Health & Fitness, ,MX, ,MXN,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/12/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-12
6758321287,08/12/2026,,Health & Fitness, ,IN, ,INR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/12/2026, , , , , ,1F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-12
6758321287,08/12/2026,,Health & Fitness, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPad,08/12/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-12
6758321287,08/12/2026,,Health & Fitness, ,CR,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/12/2026, , , , , ,3F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-12
6758321287,08/12/2026,,Health & Fitness, ,US,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/12/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-12
6758321287,08/12/2026,,Health & Fitness, ,ES,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/12/2026, , , , , ,3F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-12
6758321287,08/11/2026,,Health & Fitness, ,US,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/11/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,4,1.5.0,2026-08-11
6758321287,08/11/2026,,Health & Fitness, ,EG,EGP,EGP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/11/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-11
6758321287,08/11/2026,,Health & Fitness, ,AU,AUD,AUD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/11/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-11
6758321287,08/11/2026,,Health & Fitness, ,CO,COP,COP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/11/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,1,1.5.0,2026-08-11
6758321287,08/11/2026,,Health & Fitness, ,ES,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/11/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,4,1.5.0,2026-08-11
6758321287,08/11/2026,,Health & Fitness, ,PT,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/11/2026, , , , , ,7F, ,APPLE,US,com.gambit.blwbaby.2024, ,iOS,BLW Baby Led Weaning Tracker,2,1.5.0,2026-08-11
